url,name,website,socials,email,address,contact,description,years_active,staff,awards
https://architectdirectory.co.uk/practice/van-ellen-and-sheryn,Van Ellen And Sheryn,http://www.vesp.uk,[],hello@vesp.uk,,Eilir Sheryn,"Our ambition has always been to design high quality, timeless architecture that sits elegantly within its context. Address The Studio 5 Station Yard, Ashburton, Newton Abbot, TQ13 7EF Contact Eilir Sheryn",17,5 - 19,[]
https://architectdirectory.co.uk/practice/van-heyningen-and-haward-architects,Van Heyningen And Haward Architects,https://vhh.co.uk/,[],josh@vhh.co.uk,"1A Harmood Street, London, NW1 8DN",James McCosh,"Successful buildings are created collaboratively, with all the exhilarating and painstaking back and forth that can involve. It is this process that keeps us on our toes and ensures that we come up with solutions that are both efficient and creative. It’s why we love doing what we do, and why we have clients who return to vHH time and again. Address 1A Harmood Street, London, NW1 8DN Contact James McCosh",40,5 - 19,[]
https://architectdirectory.co.uk/practice/verity-and-beverley,Verity And Beverley,http://www.verity-beverley.co.uk/,[],info@verity-beverley.co.uk,"The Coach House, 4 The Chipping, Tetbury, GL8 8ET",Sophie Clare Towl,"Profile tbc Address The Coach House, 4 The Chipping, Tetbury, GL8 8ET Contact Sophie Clare Towl",152,5 - 19,[]
https://architectdirectory.co.uk/practice/vibrant-architects,Vibrant Architects,http://www.vibrantarchitects.co.uk/,[],kalpesh@vibrantarchitects.co.uk,"1a Endwood Court Road, Birmingham, B20 2RX",Kalpesh Patel,"Contemporary Architect’s practice in Birmingham UK specialising in Architecture, Planning and Urban Design services for New build, Extensions, Refurbishment and Conversions in Residential and Commercial sectors. Address 1a Endwood Court Road, Birmingham, B20 2RX Contact Kalpesh Patel",6,0 - 4,[]
https://architectdirectory.co.uk/practice/vincent-and-gorbing,Vincent And Gorbing,http://www.vincent-gorbing.co.uk/,"[""https://instagram.com/vincentgorbing""]",architects@vincent-gorbing.co.uk,,Stephen Chown,"As Chartered Architects and RTPI Planners we can provide a range of services tailored to suit the particular requirements of our clients. These can range from a feasibility study supporting a call for sites, via urban design and master planning through to a full design service throughout all RIBA stages to practical completion. Where required, our architectural services are supplemented by town planning services which can range from a simple planning report to expert representation at a public enquiry. We have well established links with tried and tested professionals in allied disciplines – engineers, surveyors, lawyers and landscape architects and we are able to assemble project teams with appropriate expertise to tackle projects of any size and complexity. Address Main office Sterling Court, Norton Road, Stevenage, SG1 2JY Contact Stephen Chown Instagram vincentgorbing",63,5 - 19,[]
https://architectdirectory.co.uk/practice/vine-architecture-studio,Vine Architecture Studio,https://vinearchitecture.com/,"[""https://instagram.com/vine_architecture_studio""]",studio@vinearchitecture.com,"1st Floor, 132 Whitechapel Road, London, E1 1JE",Rory Pennant-Rea,"Here at Vine, we design buildings that live and last: we make architecture for every day, for every person, for the longer term. They live because they are embedded in their communities, created with local insight and informed by the inherent spirit of the site. They last because they are based on first principles and evolved from simple forms, richly composed and robustly structured. We work in the best interest of our clients, collaborators and those that use our buildings, recognising that really successful architecture only happens when the right team comes together around a shared goal. Our approach is founded on respect, professionalism and creative vigour. We are based in Whitechapel, east London, and our work extends across the UK to settings both urban and rural. We commit to: 01. designing places where people feel they belong. 02. designing buildings that will last for a hundred years and beyond. Address 1st Floor, 132 Whitechapel Road, London, E1 1JE Contact Rory Pennant-Rea Instagram vine_architecture_studio",10,0 - 4,[]
https://architectdirectory.co.uk/practice/vision-architects,Vision Architects,https://vision-architects.co.uk/,[],enquiries@vision-architects.co.uk,"Wessex House, Upper Market Street, Eastleigh, SO50 9FD",David Pratt,"With every instruction we endeavour to respond to the Clients aspirations, exploiting the opportunities and constraints of each site to meet or exceed expectations with a design that is simple, flexible, practical, and buildable that will age gracefully. Address Wessex House, Upper Market Street, Eastleigh, SO50 9FD Contact David Pratt",13,0 - 4,[]
https://architectdirectory.co.uk/practice/vision-mill-architects,Vision Mill Architects,http://www.visionmillarchitects.co.uk/,[],info@visionmillarchitects.co.uk,"15 Gloucester Street, Stroud, GL5 1QG",Nicholas Mills,"Vision Mill Architects Limited is a pioneering architectural firm based in Stroud, UK, born from the fusion of two distinct practices led by individuals with diverse backgrounds and ideologies. Our unified entity is driven by a shared commitment to design excellence and professional service, as we craft innovative and sustainable solutions that inspire and enrich lives. With meticulous attention to detail, we create spaces that seamlessly blend form, function, and aesthetics, while considering the unique context, cultural heritage, and environmental sustainability of each site. Address 15 Gloucester Street, Stroud, GL5 1QG Contact Nicholas Mills",19,5 - 19,[]
https://architectdirectory.co.uk/practice/visionary-architects,Visionary Architects,http://www.visionaryarchitects.com/,[],info@visionaryarchitects.com,"Studio 2, 29 Castle Street, Kingston upon Thames, KT1 1DN",Stephen Dench,"Visionary Architects Ltd was established in 2001 and is staffed with highly motivated individuals who have a wide range of experience and skills learned from working at large London and International Architectural Practices. Address Studio 2, 29 Castle Street, Kingston upon Thames, KT1 1DN Contact Stephen Dench",22,0 - 4,[]
https://architectdirectory.co.uk/practice/vita-architecture,Vita Architecture,http://www.vitaarchitecture.com/,[],info@vitaarchitecture.com,,Benjamin Lee,"Vita Architecture is a London and Surrey based practice with years of experience in delivering innovative and crafted architecture. Addresses The Meadows, The Street, Betchworth, RH3 7DJ 7th Floor, Sunley House, 4 Bedford Park, CR0 2AP Contact Benjamin Lee",7,5 - 19,[]
https://architectdirectory.co.uk/practice/vivendi-architects-ltd,Vivendi Architects Ltd,http://www.vivendiarchitects.com,"[""https://instagram.com/vivendiarchitects""]",info@vivendiarchitects.com,"Unit E3u, Bounds Green Industrial Estate, London, N11 2UD",George Kythreotis,"Vivendi Architects is a small but thriving practice based in north London. We excel in offering our clients outstanding service and imaginative architectural design. Established in 2002, the practice has continued to grow in strength and reputation in the residential and commercial arena with an ever-increasing portfolio of clients. Address Unit E3u, Bounds Green Industrial Estate, London, N11 2UD Contact George Kythreotis Instagram vivendiarchitects",18,5 - 19,[]
https://architectdirectory.co.uk/practice/vivid-architects,Vivid Architects,http://www.vividarchitects.co.uk/,[],studio@vividarchitects.co.uk,,David Greenhill,"Founded in 2010, Vivid Architects is dedicated to the delivery of bespoke, inspiring, adaptable and carefully crafted buildings and spaces to meet our clients’ aspirations both now and in the years to come. With over 40 years’ experience between us, we offer a full range of design services including masterplanning and urban design, conceptual work, detailed and construction information. Addresses 20 Victoria Road, Oxford, OX2 7QD Unit 3 Sansome Lodge, 6 Sansome Walk, Worcester, WR1 1LH Contact David Greenhill",13,0 - 4,[]
https://architectdirectory.co.uk/practice/vorbild-architecture,Vorbild Architecture,https://vorbild.co.uk/,"[""https://instagram.com/https://www.instagram.com/vorbildarchitecture/""]",info@vorbild.co.uk,,Michael Schnienke,"VORBILD Architecture’s work spans across multiple sectors – from individual apartments, through period houses, to multi-unit new-builds for private Clients as well as property investors and developers. Our team is strongly experienced in all aspects of the design process, planning application, project management and construction. Address London office Unit 107, 33 Parkway, London, NW1 7PN Contact Michael Schnienke Instagram https://www.instagram.com/vorbildarchitecture/",15,5 - 19,[]
https://architectdirectory.co.uk/practice/vppr-architects,Vppr Architects,http://www.vppr.co.uk,"[""https://twitter.com/@vPPR_Architects"", ""https://instagram.com/vppr_architects""]",admin@vppr.co.uk,,Tatiana von Preussen,"Fresh thinkers. Fair practice. Female leadership. vPPR is a women-led architecture practice built on original and equitable design. From our studio in London we design for cultural, residential, office, public realm and education clients. The art of the new “We use artistic principles and artworks to create unexpected and thought-provoking design; to imagine something that nobody has experienced before. This also helps us make our designs inclusive and appealing to diverse audiences.” Jessica Reynolds, vPPR co-founder - creates a unique identity - instills a questioning approach - incorporates richness and layers of meaning - builds consensus through touchstone works - drives final design Architects of kindness vPPR was set up by Tatiana von Preussen, Catherine Pease and Jessica Reynolds in 2009. “vPPR is a women-led practice. From our founding we have built a culture of empathy and collaboration. We make sure all stakeholders – visitors, residents, staff, planners, artists and curators, young and old – feel free to speak their mind and voice their needs. This makes for happier clients and communities, and ultimately better designs.” Tatiana von Preussen, vPPR co-founder - empathetic and generous design - collaborative and inclusive - balances work and life - champions women in industry - puts people and planet first Making it sustainable “vPPR is responding to the climate emergency with creativity and ambition. Through carefully chosen sustainable materials and systems, we work with our clients to create net-zero whole life carbon buildings. We embrace the new aesthetic that comes with sustainability and adaptability and seek to push boundaries by exploring the use of emerging construction biomaterials such as mycelium.” Catherine Pease, vPPR co-founder - members of Architects Declare and RIBA 2030 Climate Challenge - work to LETI targets for operational energy use, water use and embodied carbon - ambitious BREEAM benchmarks fabric retention, upcycled and recycled materials as a priority - internally developed sustainability checklists - integrated biodiversity in every project Buildability, value and profit “From day one we focus on buildability and value for money. Every design decision we make has a value attached. If we spend on something to create a ‘wow’ factor we always justify it with a quantified benefit. Our designs must be desirable, striking and above all achievable within budget. ” Tatiana von Preussen, vPPR co-founder - robust, flexible and long-lasting design - tight cost control and quality assurance secures profit and stability - modern methods of construction minimise wastage - tried-and-tested materials and construction methods cut risk Addresses vPPR London 123 Camden High Street, NW1 7JR vPPR Liverpool 44 Canal Street, Liverpool, L20 8QU vPPR Hamburg vPPR Architektur GmbH, Große Elbstraße 279, Hamburg, 22767 Contact Tatiana von Preussen Twitter @vPPR_Architects Instagram vppr_architects",11,5 - 19,[]
https://architectdirectory.co.uk/practice/w-and-m-architects,W And M Architects,https://www.wandmarchitects.net/,"[""https://instagram.com/w_and_m_architects""]",matthew.wintersgill@wandmarchitects.net,,Matthew Wintersgill,"An experienced architectural and design practice with extensive track record in almost all sectors of design. Addresses 91-93 Farringdon Road, London, EC1M 3LN 29 Warwick Park, Tunbridge Wells, TN2 5TA Contact Matthew Wintersgill Instagram w_and_m_architects",30,0 - 4,[]
https://architectdirectory.co.uk/practice/waddington-mcclure-architects,Waddington Mcclure Architects,http://www.waddington-mcclure.co.uk/,[],info@waddington-mcclure.co.uk,"56 Monree Road, Donaghcloney, Craigavon, BT66 7LZ",Nicola Waddington,"Waddington McClure is an award-winning RIBA Chartered practice with a reputation for contemporary sustainable architecture. We have a broad range of experience in both commercial and private work throughout the UK and undertake commissions of all scales. Address 56 Monree Road, Donaghcloney, Craigavon, BT66 7LZ Contact Nicola Waddington",20,0 - 4,[]
https://architectdirectory.co.uk/practice/wadhal,Wadhal,https://www.wadhal.co.uk/,"[""https://instagram.com/studiowadhal""]",fahad@wadhal.co.uk,,Fahad Malik,"Wadhal is an architecture studio based in London, creating narrative-led spaces that reconsider design, tradition and culture. Founded by Fahad Malik, Wadhal delivers residential and commercial projects from concept through to built reality. Inspired by contradictions, the work of the practice is responsive. Each project takes on its own methodology, a story that reflects changes in context, climate, and character. Wadhal is a tribal name found in Mianwali, Namal Lake and the surrounding land in Pakistan. Its literal meaning translates to an increase, surplus or the notion of exceeding limitations. Addresses Unit 1, High Street House, 83 Askew Road, London, W12 9AH Soho Works, 2 Television Centre, 101 Wood Lane, London, W12 7FR Contact Fahad Malik Instagram studiowadhal",4,0 - 4,[]
https://architectdirectory.co.uk/practice/waind-gohil-and-potter-architects,Waind Gohil And Potter Architects,https://www.wgpa.co.uk/,"[""https://instagram.com/wgp_architects""]",info@wgp-architects.com,"27 Bulwer Street, London, W12 8AR",Sonya Gohl,"WGP is a place where great commitment is given in pursuit of function, aesthetic, coherence and joy – it is a studio where innovative solutions and well considered detailed execution is paramount. We find the creation of space is an enriching and innovative act – we have devoted our careers to it, and we endeavour to inspire the same excitement for this process in our clients. Address 27 Bulwer Street, London, W12 8AR Contact Sonya Gohl Instagram wgp_architects",15,5 - 19,[]
https://architectdirectory.co.uk/practice/walker-hay-architects,Walker Hay Architects,https://www.walkerhay.com/,"[""https://instagram.com/walker_hay_architects""]",,"Unit 2.02 - 2.04, Oxo Tower Wharf, Bargehouse Street, London, SE1 9PH",,"The practice is committed to delivering carefully conceived buildings, which stand the test of time and make a positive contribution to their environment. We begin each project with in-depth analysis of context and develop a strategy, which arises from understanding the fundamental drivers of the brief, the parameters and the opportunities. In this way we work closely with forward-thinking clients to realise the full potential of their assets. Our work demonstrates a collaborative, process driven approach inspired by people, light and materials. We listen carefully to the subtlety of our client’s needs, priorities and desires to create an architecture uniquely tailored to its context. Address Unit 2.02 - 2.04, Oxo Tower Wharf, Bargehouse Street, London, SE1 9PH Contact James Walker Hay Instagram walker_hay_architects",3,0 - 4,[]
https://architectdirectory.co.uk/practice/wall-weeks-and-lafone,Wall Weeks And Lafone,https://www.weeksandlafone.co.uk/,[],,"1A Peacock Yard, Illife Street, SE17 3LH",,"W A L L is a small but diverse and innovative Architecture and Landscape practice with projects ranging from conversions of historic buildings to bespoke contemporary houses, masterplanning and landscape. We work closely with our clients and offer a very personal service. We enjoy problem solving and unlocking the potential of difficult sites with sensitive and aesthetic solutions that are directly responsive to their site and use. Having worked together for many years, W A L L was formed by Emma Weeks and Nicole Lafone and has offices based in Elephant & Castle and Westerham. Address 1A Peacock Yard, Illife Street, SE17 3LH",8,0 - 4,[]
https://architectdirectory.co.uk/practice/walters-and-cohen-architects,Walters And Cohen Architects,https://www.waltersandcohen.com/,"[""https://instagram.com/waltersandcohen""]",mail@waltersandcohen.com,"2 Wilkin Street, London, NW5 2NL",Michal Cohen,"Walters & Cohen’s design approach is thorough, demanding and rational. This is evident in the material quality of buildings completed by the practice, which combine intellectual rigour with a sensual appreciation of space, light and materiality. Our work is underpinned by a passionate belief in the importance of design excellence and detailed research into appropriate and innovative building materials and technologies. We design bold, contemporary, imaginative buildings that are fit for purpose, accessible and loved by the people who use them. Our approach also involves a lot of collaboration, which we believe is fundamental to successful projects. It means having open, honest and productive dialogue with our clients, design team and others who have a stake in the project. It means guiding people through the design process from the start to the end – even those who thought they had little to contribute – so that they can make informed decisions and we can approach challenges together. We ask the right questions and we listen to the answers, translating them into ideas that can be developed through conversation. We love working with people who share this collaborative ethos: one client said our consultation was conducted ‘to a high level of professionalism, with little fuss, and a sense of humour. An architectural practice with flair and expertise, and without ego.’ Address 2 Wilkin Street, London, NW5 2NL Contact Michal Cohen Instagram waltersandcohen",26,20 - 125,[]
https://architectdirectory.co.uk/practice/walters-architects,Walters Architects,http://www.waltersarchitects.com/,[],info@waltersarchitects.com,"Suite 2.2, St Martins House, 7 Peacock Lane, Leicester, LE1 5PZ",Kevin Walters,"Walters Architects work on a wide range of projects for private and commercial clients. The main objective of each scheme is to unlock the site or building’s full potential. Address Suite 2.2, St Martins House, 7 Peacock Lane, Leicester, LE1 5PZ Contact Kevin Walters",17,0 - 4,[]
https://architectdirectory.co.uk/practice/wam-design-ltd,Wam Design Ltd,http://wam.design/,"[""https://twitter.com/@WAM_design"", ""https://instagram.com/wam_design""]",hello@wam.design,"6 Bakers Yard, London, EC1R 3DD",Stuart Martin,"Our mission is to combine the very best in creativity, functional and sustainable design, ensuring each project is carefully considered and delivered by an expert team. Our holistic approach puts people at the core of the process, whilst embracing the benefits of wellbeing and sustainability in the built environment. We understand how environments can shape our thoughts and feelings, whether we are at work, in the home or on the go. At WAM we believe in the power of good design to improve our lives and surroundings. Address 6 Bakers Yard, London, EC1R 3DD Contact Stuart Martin Twitter @WAM_design Instagram wam_design",16,0 - 4,[]
https://architectdirectory.co.uk/practice/warren-benbow-architects,Warren Benbow Architects,https://www.warrenbenbow.co.uk/,[],info@warrenbenbow.co.uk,"1 Towns End, Kington, HR5 3JE",Dean Benbow,"We are an RIBA Award winning practice situated in the rural market town of Kington. Based equidistant between Hereford, Hay-on-Wye and Ludlow we are ideally placed to undertake projects through Herefordshire, Powys and South Shropshire. Our philosophy is “life is complicated enough so let’s keep it simple”. Address 1 Towns End, Kington, HR5 3JE Contact Dean Benbow",17,0 - 4,[]
https://architectdirectory.co.uk/practice/warren-rosing-architects,Warren Rosing Architects,https://www.wr-architects.co.uk/,"[""https://instagram.com/warrenrosingarchitects""]",info@wr-architects.co.uk,"Unit 18a 18-20 Hillgate Place, London, SW12 9ER",Warren Rosing,"At WARREN ROSING ARCHITECTS we focus on delivering contemporary and traditional residential and commercial architecture of the highest quality. We are experts in skilfully reworking existing house and flat layouts, often in Listed Building in Central London, to make the most of the property's potential. We use our experience and flair for design to make the most of space in and around a property to create homes that are modern, well considered and beautifully designed. Address Unit 18a 18-20 Hillgate Place, London, SW12 9ER Contact Warren Rosing Instagram warrenrosingarchitects",12,0 - 4,[]
https://architectdirectory.co.uk/practice/watershedd,Watershedd,https://www.watershedd.com/,"[""https://instagram.com/watershed_d""]",studio@watershedd.com,,Adam Casey,"We aim to use natural, sustainable, locally sourced materials and traditional craftsmanship in each of our projects. Our design ethos has since expanded across the UK with a strong belief that our carefully crafted designs positively influence and compliment the beautiful landscape scenery. Each project responds closely to the surroundings creating bespoke outcomes for every site and more than ever we are striving to encourage sustainable building solutions. Addresses 625 The Shepherds Building, Charecroft Way, London, W14 0EE Sand Dunes, Mawgan Porth, Newquay, TR8 4BL Contact Adam Casey Instagram watershed_d",3,0 - 4,[]
https://architectdirectory.co.uk/practice/watkins-gray-international,Watkins Gray International,http://www.wgi.co.uk,"[""https://instagram.com/watkinsgrayinternational""]",mail@wgi.co.uk,"Three Tuns House, 109 Borough High Street, London, SE1 2NL",Alistair Walker,"As an award winning architectural practice our vision is to be widely recognised for mastering the successful combination of both the art and science of building. Our mission is to design buildings and places which make a positive difference by changing people's lives for the better. Address Three Tuns House, 109 Borough High Street, London, SE1 2NL Contact Alistair Walker Instagram watkinsgrayinternational",120,5 - 19,[]
https://architectdirectory.co.uk/practice/watson-batty-architects,Watson Batty Architects,https://watsonbatty.com/,[],enquiries@watsonbatty.com,,Peter White,"Whatever purpose a building may serve and within whatever sector it falls, our ethos is to place users at the heart of the design process and create the very best environments that nurture and inspire. Addresses Shires House, Shires Road, Guiseley, Leeds, LS20 8EU Unit 3, Loughborough Technology Centre, Epinal Way, Loughborough, LE11 3GE Contact Peter White",47,20 - 125,[]
https://architectdirectory.co.uk/practice/watson-burnett,Watson Burnett,https://www.watsonburnett.com/,[],design@watsonburnett.com,"Unit 6, 1 Carmichael Place, Edinburgh, EH6 5PH",Robin Watson,"We have 40 years experience in design and construction and have led multi-disciplinary design team teams in a variety of building projects throughout the United Kingdom. Projects vary in scope and complexity including individual buildings, multiple buildings, decanting, fitting out and relocation. Our principal customer base is derived from the public sector, offices, leisure, retail, industry, health and fitness, heritage, education and housing. Address Unit 6, 1 Carmichael Place, Edinburgh, EH6 5PH Contact Robin Watson",,5 - 19,[]
https://architectdirectory.co.uk/practice/waugh-thistleton-architects-limited,Waugh Thistleton Architects Limited,https://waughthistleton.com/,"[""https://twitter.com/@WaughThistleton"", ""https://instagram.com/waughthistletonarchitects""]",info@waughthistleton.com,"35 Pitfield Street, London, N1 6HB",Anthony Thistleton-Smith,"Waugh Thistleton Architects is a research centred practice dedicated to designing buildings and places of the highest architectural quality. They practice with profound awareness of the civic nature of architecture and the demonstrable impacts and potential benefits of the building sector in permanently altering the city, and society beyond. Waugh Thistleton has been at the forefront of zero-carbon architecture, incorporating low-energy design and innovative construction methods into buildings since their inception. The practice has an international reputation for sustainable architecture having pioneered the use of engineered timber at scale, and have delivered low-carbon solutions across multiple sectors. Address 35 Pitfield Street, London, N1 6HB Contact Anthony Thistleton-Smith Twitter @WaughThistleton Instagram waughthistletonarchitects",23,20 - 125,[]
https://architectdirectory.co.uk/practice/weal-architects,Weal Architects,http://www.weal-architects.co.uk/,[],enquiries@weal-architects.co.uk,"2 Mill Walk, Wheathampstead, St Albans, AL4 8DT",Francesca Weal,"Profile tbc Address 2 Mill Walk, Wheathampstead, St Albans, AL4 8DT Contact Francesca Weal",39,0 - 4,[]
https://architectdirectory.co.uk/practice/webb-architects-ltd,Webb Architects Ltd,http://www.webb-architects.co.uk,[],,"Studio B, 7 Wellington Road, London, NW10 5LJ",,"WEBB ARCHITECTS LIMITED is a design focused and award-winning architectural practice based in north-west London. WEBB ARCHITECTS is a full service firm that specialises in the design and construction of modern new-build houses, residential alterations, extensions, refurbishment and interiors. Address Studio B, 7 Wellington Road, London, NW10 5LJ",18,0 - 4,[]
https://architectdirectory.co.uk/practice/webb-gray,Webb Gray,http://webbgray.co.uk/,[],architecture@webbgray.co.uk,"75-77 Colmore Row, Birmingham, B3 2AP",David Delaney-Hall,"Webb Gray Ltd is an architectural practice which combines the experience and reputation of a practice established for over a century with the vitality, forward thinking and drive of a young and innovative professional team. Webb Gray handle a broad range of projects from the largest commercial developments to smaller works , covering new build and refurbishment in every sector of the market. With an enviable reputation for professionalism and reliability, creative but functional design with careful and competent detailing. Webb Gray has an extensive portfolio of prestigious commissions and are currently involved in a number of exciting projects. Address 75-77 Colmore Row, Birmingham, B3 2AP Contact David Delaney-Hall",10,5 - 19,[]
https://architectdirectory.co.uk/practice/weedon-architects,Weedon Architects,http://www.weedonarchitects.co.uk/,[],architects@weedonarchitects.co.uk,"Harrys Yard, 176-178 Newhall Street, Birmingham, B3 1SJ",Philip Cole,"Weedon Architects are an award winning Birmingham based practice founded upon the timeless principles of integrity, creative-thinking, design excellence and attention to detail. This is the foundation stone for the success and longevity of the practice. We do not promote a “house” style but rather allow architects to express their flair and creativity in responding to individual client needs and unique site context. This design approach enables fresh ideas to germinate and grow without the constraints of preconceived ideas and delivers buildings and services tailored to each and every project. Address Harrys Yard, 176-178 Newhall Street, Birmingham, B3 1SJ Contact Philip Cole",111,20 - 125,[]
https://architectdirectory.co.uk/practice/wellspring-architecture,Wellspring Architecture,https://www.wellspringarchitecture.co.uk/,[],matt@wellspringarchitecture.co.uk,"Plymouth Road, Buckfastleigh, TQ11 0GA",Matt Bailey,"We design beautiful, healthy, low-impact buildings made almost entirely from natural and recycled materials and built to last. We have a strong specialism in designing straw insulated buildings using loadbearing, infill or hybrid strawbale walls, and prefabricated straw-insulated panels. It can be difficult to put into words how it can feel to be inside a building made from natural materials, but we understand the big impact it can make to our lives to inhabit beautiful, healthy environments. Address Plymouth Road, Buckfastleigh, TQ11 0GA Contact Matt Bailey",13,0 - 4,[]
https://architectdirectory.co.uk/practice/wellwood-leslie,Wellwood Leslie,https://www.wellwoodleslie.com/,"[""https://twitter.com/@wellwoodleslie"", ""https://instagram.com/wellwoodleslie_architects""]",admin@wellwoodleslie.com,,Neil Simpson,"Our buildings are all unique designs, bespoke to our client’s needs, intending to inspire and enrich people’s lives as well as positively contributing to our built environment. We strive for contemporary, functional, contextual and meaningful accessible architecture and the best value and quality outcome for you, our client. Addresses Fort House, 63 Fort Street, Broughty Ferry, Dundee, DD5 2AB Regent House, 113 West Regent Street, Glasgow, G2 2RU Spaces, 1 Marischal Square, Broad Street, Aberdeen, Aberdeenshire, AB10 1BL Contact Neil Simpson Twitter @wellwoodleslie Instagram wellwoodleslie_architects",7,20 - 125,[]
https://architectdirectory.co.uk/practice/wellwood-leslie-chartered-architects,Wellwood Leslie Chartered Architects,https://www.wellwoodleslie.com/,[],admin@wellwoodleslie.com,,Brian Smith,"Our buildings are all unique designs, bespoke to our client’s needs, intending to inspire and enrich people’s lives as well as positively contributing to our built environment. We strive for contemporary, functional, contextual and meaningful accessible architecture and the best value and quality outcome for you, our client. Addresses Fort Street House, 63 Fort Street, Broughty Ferry, Dundee, DD5 2AB Regent House, 113 West Regent Street, Glasgow, G2 2RU Suite 056, 1 Marischal Square, Broad Street, Aberdeen, AB10 1BL Contact Brian Smith",24,5 - 19,[]
https://architectdirectory.co.uk/practice/west-port-architects,West Port Architects,https://www.westportarchitects.co.uk/,"[""https://instagram.com/westportarchitects""]",info@westportarchitects.co.uk,"Great Western Studios, 65 Alfred Road, London, W2 5EU",Khalifa Abubakar,"We specialise in the design and delivery of contemporary buildings and spaces across multiple scales and sectors. Our work is a synthesis of our client's ambitions with the history and character of a project's locale. No matter the given brief, we are a people driven studio grounded by a desire to give back to the community and deliver sustainable buildings that care for their user’s health and well-being. Address Great Western Studios, 65 Alfred Road, London, W2 5EU Contact Khalifa Abubakar Instagram westportarchitects",4,5 - 19,[]
https://architectdirectory.co.uk/practice/western-design-architects,Western Design Architects,https://www.westerndesignarchitects.com/,[],hello@westerndesign.co.uk,"12 The Granary, Hinton Business Park, Tarrant Hinton, Blandford, DT11 8JF",Matthew Witt,"A perfect architectural design can only be achieved when all the key factors have been thoroughly considered. Client brief, budget, site constraints, sustainability and materials all need to be carefully explored to allow us to reach a final creative solution that adheres to our rigorous design principles. The result is an inspired building or space that reflects your needs, responds to its setting and realises its potential. Address 12 The Granary, Hinton Business Park, Tarrant Hinton, Blandford, DT11 8JF Contact Matthew Witt",37,5 - 19,[]
https://architectdirectory.co.uk/practice/weston-williamson-and-partners-llp,Weston Williamson And Partners Llp,https://www.westonwilliamson.com/,"[""https://twitter.com/@WW_Architecture"", ""https://instagram.com/westonwilliamson""]",Reception@westonwilliamson.com,,Christopher Williamson,"We are a design-led practice, with talented designers and a strong record of delivery. Our work is all about the people who use it; how they will inhabit and experience the buildings and places that we design. We take a whole life approach, considering how our designs will adapt, retain their relevance and continue to be enjoyed for years to come. We aim to see our projects through to completion; making them helps us to design better places. The way buildings and spaces are put together, how things connect, support, touch and enclose informs all our work. We value simplicity and elegance; what is essential to ensure the intelligent use of the world’s resources. Addresses 12 Valentine Place, London, SE1 8QH One St Peter's Square, Manchester, M2 3DE Contact Christopher Williamson Twitter @WW_Architecture Instagram westonwilliamson",30,20 - 125,[]
https://architectdirectory.co.uk/practice/what-if-projects,What If Projects,http://www.what-if.info,"[""https://instagram.com/what_if_projects""]",contact@what-if.info,,Ulrike Steven,"what if: projects is an award-winning architecture practice, and we have a track record of providing high-quality architectural services tailored to the requirements of public and third-sector clients. We work collaboratively and flexibly with often complex stakeholder and client groups to accommodate project-specific processes and timelines. Our small team brings creativity and extensive experience to project development. We pay attention to detail and are committed to delivering all our work to a high standard. Our selection to the Mayor of London’s A+U Framework (2023) to support High Street & Town Centre Recovery has recognised the quality of our practice. We seek to work with clients who want to explore creative approaches in response to the biodiversity and climate crisis. Below an overview of our interests and the fields of work we engage with: HOUSING ENVIRONMENTS: We work in the social housing context to adapt existing buildings, transform shared open spaces, and create the social infrastructure that complements housing. Our participatory process is guided by a commitment to sustainability and resilience. BUILDING DESIGN: Embracing a non-fussy, simple, and restrained design language, we have refurbished, reconfigured, and expanded existing structures to accommodate changing needs and designed proposals for zero-carbon public buildings. ACTIVE TRAVEL: We design urban environments around active, human-powered transport to reduce air pollution and enhance living conditions. Collaborating with stakeholders such as local governments, policymakers, campaign groups, highway engineers, schools, and citizens, we develop strategies and deliver projects prioritising cycling and walking. PUBLIC SPACE: Our public realm work focuses on ordinary streets and neglected open spaces. We collaborate with neighbourhoods and borough councils to create urban environments that improve the quality of life for people and nature. Greening is a key objective – from tree planting to sustainable urban drainage solutions. URBAN RESILIENCE: Our projects leverage local knowledge and community participation to create more equitable, climate-resilient urban environments. We support grassroots organisations in their efforts to effect change locally. Small projects can bring powerful, positive outcomes for people and places. ARTISTIC PRACTICE: Our work is grounded in artistic practice and evolved through art commissions and collaborations. These initiatives are calls for action, provocations and critiques of given conditions. They are a testbed for ideas and, at times, the beginning of something new. Address what if: shop 39 Cropley Street, London, UK, N1 7HT Contact Ulrike Steven Instagram what_if_projects",21,0 - 4,[]
https://architectdirectory.co.uk/practice/whitaker-studio,Whitaker Studio,https://www.whitakerstudio.co.uk/,[],enquiries@whitakerstudio.co.uk,"49 Granville Road, London, E17 9BS",James Whitaker,"Based out of our office in London, Whitaker Studio designs one of a kind buildings, master plans and objects for clients who want something unique. We are passionate about what we do and strive to create the best. We don't have a set style, or set way of working, but rather a constantly evolving collection of interests we want to explore. We start every project with no preconception of what it should be other than that it should be the best possible project it can be. Address 49 Granville Road, London, E17 9BS Contact James Whitaker",14,0 - 4,[]
